Country,Country Code,Continent,Region,Date,Confirmed,Suspected,Death,Recovered
Afghanistan,4,Asia,Southern Asia,20200122,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200123,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200124,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200125,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200126,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200127,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200128,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200129,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200130,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200131,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200201,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200202,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200203,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200204,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200205,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200206,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200207,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200208,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200209,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200210,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200211,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200212,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200213,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200214,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200215,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200216,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200217,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200218,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200219,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200220,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200221,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200222,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200223,0,0,0,0
Afghanistan,4,Asia,Southern Asia,20200224,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200225,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200226,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200227,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200228,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200229,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200301,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200302,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200303,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200304,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200305,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200306,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200307,1,0,0,0
Afghanistan,4,Asia,Southern Asia,20200308,4,0,0,0
Afghanistan,4,Asia,Southern Asia,20200309,4,0,0,0
Afghanistan,4,Asia,Southern Asia,20200310,5,0,0,0
Afghanistan,4,Asia,Southern Asia,20200311,7,0,0,0
Afghanistan,4,Asia,Southern Asia,20200312,7,0,0,0
Afghanistan,4,Asia,Southern Asia,20200313,7,0,0,0
Afghanistan,4,Asia,Southern Asia,20200314,11,0,0,0
Afghanistan,4,Asia,Southern Asia,20200315,16,2,0,0
Afghanistan,4,Asia,Southern Asia,20200316,21,3,0,1
Afghanistan,4,Asia,Southern Asia,20200317,22,2,0,1
Afghanistan,4,Asia,Southern Asia,20200318,22,1,0,1
Afghanistan,4,Asia,Southern Asia,20200319,22,3,0,1
Afghanistan,4,Asia,Southern Asia,20200320,24,2,0,1
Afghanistan,4,Asia,Southern Asia,20200321,24,0,0,1
Afghanistan,4,Asia,Southern Asia,20200322,40,0,1,1
Afghanistan,4,Asia,Southern Asia,20200323,40,3,1,1
Afghanistan,4,Asia,Southern Asia,20200324,74,14,1,1
Afghanistan,4,Asia,Southern Asia,20200325,84,13,2,2
Afghanistan,4,Asia,Southern Asia,20200326,94,8,4,2
Afghanistan,4,Asia,Southern Asia,20200327,110,12,4,2
Afghanistan,4,Asia,Southern Asia,20200328,110,17,4,2
Afghanistan,4,Asia,Southern Asia,20200329,120,13,4,2
Afghanistan,4,Asia,Southern Asia,20200330,170,26,4,2
Afghanistan,4,Asia,Southern Asia,20200331,174,21,4,5
Afghanistan,4,Asia,Southern Asia,20200401,237,36,4,5
Afghanistan,4,Asia,Southern Asia,20200402,273,13,6,10
Afghanistan,4,Asia,Southern Asia,20200403,281,30,6,10
Afghanistan,4,Asia,Southern Asia,20200404,299,20,7,10
Afghanistan,4,Asia,Southern Asia,20200405,349,33,7,15
Afghanistan,4,Asia,Southern Asia,20200406,367,67,11,18
Afghanistan,4,Asia,Southern Asia,20200407,423,62,14,18
Afghanistan,4,Asia,Southern Asia,20200408,444,26,14,29
Afghanistan,4,Asia,Southern Asia,20200409,484,85,15,32
Afghanistan,4,Asia,Southern Asia,20200410,521,28,15,32
Afghanistan,4,Asia,Southern Asia,20200411,555,48,18,32
Afghanistan,4,Asia,Southern Asia,20200412,607,28,18,32
Afghanistan,4,Asia,Southern Asia,20200413,665,53,21,32
Afghanistan,4,Asia,Southern Asia,20200414,714,52,23,40
Afghanistan,4,Asia,Southern Asia,20200415,784,9,25,43
Afghanistan,4,Asia,Southern Asia,20200416,840,14,30,54
Afghanistan,4,Asia,Southern Asia,20200417,906,117,30,99
Afghanistan,4,Asia,Southern Asia,20200418,933,53,30,112
Albania,8,Europe,Southern Europe,20200122,0,0,0,0
Albania,8,Europe,Southern Europe,20200123,0,0,0,0
Albania,8,Europe,Southern Europe,20200124,0,0,0,0
Albania,8,Europe,Southern Europe,20200125,0,0,0,0
Albania,8,Europe,Southern Europe,20200126,0,0,0,0
Albania,8,Europe,Southern Europe,20200127,0,0,0,0
Albania,8,Europe,Southern Europe,20200128,0,0,0,0
Albania,8,Europe,Southern Europe,20200129,0,0,0,0
Albania,8,Europe,Southern Europe,20200130,0,0,0,0
Albania,8,Europe,Southern Europe,20200131,0,0,0,0
Albania,8,Europe,Southern Europe,20200201,0,0,0,0
Albania,8,Europe,Southern Europe,20200202,0,0,0,0
Albania,8,Europe,Southern Europe,20200203,0,0,0,0
Albania,8,Europe,Southern Europe,20200204,0,0,0,0
Albania,8,Europe,Southern Europe,20200205,0,0,0,0
Albania,8,Europe,Southern Europe,20200206,0,0,0,0
Albania,8,Europe,Southern Europe,20200207,0,0,0,0
Albania,8,Europe,Southern Europe,20200208,0,0,0,0
Albania,8,Europe,Southern Europe,20200209,0,0,0,0
Albania,8,Europe,Southern Europe,20200210,0,0,0,0
Albania,8,Europe,Southern Europe,20200211,0,0,0,0
Albania,8,Europe,Southern Europe,20200212,0,0,0,0
Albania,8,Europe,Southern Europe,20200213,0,0,0,0
Albania,8,Europe,Southern Europe,20200214,0,0,0,0
Albania,8,Europe,Southern Europe,20200215,0,0,0,0
Albania,8,Europe,Southern Europe,20200216,0,0,0,0
Albania,8,Europe,Southern Europe,20200217,0,0,0,0
Albania,8,Europe,Southern Europe,20200218,0,0,0,0
Albania,8,Europe,Southern Europe,20200219,0,0,0,0
Albania,8,Europe,Southern Europe,20200220,0,0,0,0
Albania,8,Europe,Southern Europe,20200221,0,0,0,0
Albania,8,Europe,Southern Europe,20200222,0,0,0,0
Albania,8,Europe,Southern Europe,20200223,0,0,0,0
Albania,8,Europe,Southern Europe,20200224,0,0,0,0
Albania,8,Europe,Southern Europe,20200225,0,0,0,0
Albania,8,Europe,Southern Europe,20200226,0,0,0,0
Albania,8,Europe,Southern Europe,20200227,0,0,0,0
Albania,8,Europe,Southern Europe,20200228,0,0,0,0
Albania,8,Europe,Southern Europe,20200229,0,0,0,0
Albania,8,Europe,Southern Europe,20200301,0,0,0,0
Albania,8,Europe,Southern Europe,20200302,0,0,0,0
Albania,8,Europe,Southern Europe,20200303,0,0,0,0
Albania,8,Europe,Southern Europe,20200304,0,0,0,0
Albania,8,Europe,Southern Europe,20200305,0,0,0,0
Albania,8,Europe,Southern Europe,20200306,0,0,0,0
Albania,8,Europe,Southern Europe,20200307,0,0,0,0
Albania,8,Europe,Southern Europe,20200308,0,0,0,0
Albania,8,Europe,Southern Europe,20200309,2,0,0,0
Albania,8,Europe,Southern Europe,20200310,10,0,0,0
Albania,8,Europe,Southern Europe,20200311,12,1,1,0
Albania,8,Europe,Southern Europe,20200312,23,1,1,0
Albania,8,Europe,Southern Europe,20200313,33,1,1,0
Albania,8,Europe,Southern Europe,20200314,38,4,1,0
Albania,8,Europe,Southern Europe,20200315,42,2,1,0
Albania,8,Europe,Southern Europe,20200316,51,7,1,0
Albania,8,Europe,Southern Europe,20200317,55,2,1,0
Albania,8,Europe,Southern Europe,20200318,59,1,2,0
Albania,8,Europe,Southern Europe,20200319,64,10,2,0
Albania,8,Europe,Southern Europe,20200320,70,9,2,0
Albania,8,Europe,Southern Europe,20200321,76,5,2,2
Albania,8,Europe,Southern Europe,20200322,89,7,2,2
Albania,8,Europe,Southern Europe,20200323,104,7,4,2
Albania,8,Europe,Southern Europe,20200324,123,11,5,10
Albania,8,Europe,Southern Europe,20200325,146,8,5,17
Albania,8,Europe,Southern Europe,20200326,174,34,6,17
Albania,8,Europe,Southern Europe,20200327,186,14,8,31
Albania,8,Europe,Southern Europe,20200328,197,20,10,31
Albania,8,Europe,Southern Europe,20200329,212,1,10,33
Albania,8,Europe,Southern Europe,20200330,223,17,11,44
Albania,8,Europe,Southern Europe,20200331,243,8,15,52
Albania,8,Europe,Southern Europe,20200401,259,27,15,67
Albania,8,Europe,Southern Europe,20200402,277,24,16,76
Albania,8,Europe,Southern Europe,20200403,304,27,17,89
Albania,8,Europe,Southern Europe,20200404,333,0,20,99
Albania,8,Europe,Southern Europe,20200405,361,61,20,104
Albania,8,Europe,Southern Europe,20200406,377,65,21,116
Albania,8,Europe,Southern Europe,20200407,383,23,22,131
Albania,8,Europe,Southern Europe,20200408,400,56,22,154
Albania,8,Europe,Southern Europe,20200409,409,13,23,165
Albania,8,Europe,Southern Europe,20200410,416,43,23,182
Albania,8,Europe,Southern Europe,20200411,433,58,23,197
Albania,8,Europe,Southern Europe,20200412,446,77,23,217
Albania,8,Europe,Southern Europe,20200413,467,67,23,232
Albania,8,Europe,Southern Europe,20200414,475,87,24,248
Albania,8,Europe,Southern Europe,20200415,494,21,25,251
Albania,8,Europe,Southern Europe,20200416,518,59,26,277
Albania,8,Europe,Southern Europe,20200417,539,47,26,283
Albania,8,Europe,Southern Europe,20200418,548,51,26,302
Algeria,12,Africa,Northern Africa,20200122,0,0,0,0
Algeria,12,Africa,Northern Africa,20200123,0,0,0,0
Algeria,12,Africa,Northern Africa,20200124,0,0,0,0
Algeria,12,Africa,Northern Africa,20200125,0,0,0,0
Algeria,12,Africa,Northern Africa,20200126,0,0,0,0
Algeria,12,Africa,Northern Africa,20200127,0,0,0,0
Algeria,12,Africa,Northern Africa,20200128,0,0,0,0
Algeria,12,Africa,Northern Africa,20200129,0,0,0,0
Algeria,12,Africa,Northern Africa,20200130,0,0,0,0
Algeria,12,Africa,Northern Africa,20200131,0,0,0,0
Algeria,12,Africa,Northern Africa,20200201,0,0,0,0
Algeria,12,Africa,Northern Africa,20200202,0,0,0,0
Algeria,12,Africa,Northern Africa,20200203,0,0,0,0
Algeria,12,Africa,Northern Africa,20200204,0,0,0,0
Algeria,12,Africa,Northern Africa,20200205,0,0,0,0
Algeria,12,Africa,Northern Africa,20200206,0,0,0,0
Algeria,12,Africa,Northern Africa,20200207,0,0,0,0
Algeria,12,Africa,Northern Africa,20200208,0,0,0,0
Algeria,12,Africa,Northern Africa,20200209,0,0,0,0
Algeria,12,Africa,Northern Africa,20200210,0,0,0,0
Algeria,12,Africa,Northern Africa,20200211,0,0,0,0
Algeria,12,Africa,Northern Africa,20200212,0,0,0,0
Algeria,12,Africa,Northern Africa,20200213,0,0,0,0
Algeria,12,Africa,Northern Africa,20200214,0,0,0,0
Algeria,12,Africa,Northern Africa,20200215,0,0,0,0
Algeria,12,Africa,Northern Africa,20200216,0,0,0,0
Algeria,12,Africa,Northern Africa,20200217,0,0,0,0
Algeria,12,Africa,Northern Africa,20200218,0,0,0,0
Algeria,12,Africa,Northern Africa,20200219,0,0,0,0
Algeria,12,Africa,Northern Africa,20200220,0,0,0,0
Algeria,12,Africa,Northern Africa,20200221,0,0,0,0
Algeria,12,Africa,Northern Africa,20200222,0,0,0,0
Algeria,12,Africa,Northern Africa,20200223,0,0,0,0
Algeria,12,Africa,Northern Africa,20200224,0,0,0,0
Algeria,12,Africa,Northern Africa,20200225,1,0,0,0
Algeria,12,Africa,Northern Africa,20200226,1,0,0,0
Algeria,12,Africa,Northern Africa,20200227,1,0,0,0
Algeria,12,Africa,Northern Africa,20200228,1,0,0,0
Algeria,12,Africa,Northern Africa,20200229,1,0,0,0
Algeria,12,Africa,Northern Africa,20200301,1,0,0,0
Algeria,12,Africa,Northern Africa,20200302,3,0,0,0
Algeria,12,Africa,Northern Africa,20200303,5,0,0,0
Algeria,12,Africa,Northern Africa,20200304,12,1,0,0
Algeria,12,Africa,Northern Africa,20200305,12,0,0,0
Algeria,12,Africa,Northern Africa,20200306,17,2,0,0
Algeria,12,Africa,Northern Africa,20200307,17,1,0,0
Algeria,12,Africa,Northern Africa,20200308,19,2,0,0
Algeria,12,Africa,Northern Africa,20200309,20,1,0,0
Algeria,12,Africa,Northern Africa,20200310,20,3,0,0
Algeria,12,Africa,Northern Africa,20200311,20,1,0,0
Algeria,12,Africa,Northern Africa,20200312,24,2,1,8
Algeria,12,Africa,Northern Africa,20200313,26,0,2,8
Algeria,12,Africa,Northern Africa,20200314,37,6,3,12
Algeria,12,Africa,Northern Africa,20200315,48,8,4,12
Algeria,12,Africa,Northern Africa,20200316,54,1,4,12
Algeria,12,Africa,Northern Africa,20200317,60,7,4,12
Algeria,12,Africa,Northern Africa,20200318,74,13,7,12
Algeria,12,Africa,Northern Africa,20200319,87,16,9,32
Algeria,12,Africa,Northern Africa,20200320,90,10,11,32
Algeria,12,Africa,Northern Africa,20200321,139,17,15,32
Algeria,12,Africa,Northern Africa,20200322,201,33,17,65
Algeria,12,Africa,Northern Africa,20200323,230,40,17,65
Algeria,12,Africa,Northern Africa,20200324,264,14,19,24
Algeria,12,Africa,Northern Africa,20200325,302,52,21,65
Algeria,12,Africa,Northern Africa,20200326,367,61,25,29
Algeria,12,Africa,Northern Africa,20200327,409,6,26,29
Algeria,12,Africa,Northern Africa,20200328,454,11,29,31
Algeria,12,Africa,Northern Africa,20200329,511,56,31,31
Algeria,12,Africa,Northern Africa,20200330,584,50,35,37
Algeria,12,Africa,Northern Africa,20200331,716,28,44,46
Algeria,12,Africa,Northern Africa,20200401,847,110,58,61
Algeria,12,Africa,Northern Africa,20200402,986,128,86,61
Algeria,12,Africa,Northern Africa,20200403,1171,177,105,62
Algeria,12,Africa,Northern Africa,20200404,1251,25,130,90
Algeria,12,Africa,Northern Africa,20200405,1320,3,152,90
Algeria,12,Africa,Northern Africa,20200406,1423,226,173,90
Algeria,12,Africa,Northern Africa,20200407,1468,195,193,113
Algeria,12,Africa,Northern Africa,20200408,1572,304,205,237
Algeria,12,Africa,Northern Africa,20200409,1666,208,235,347
Algeria,12,Africa,Northern Africa,20200410,1761,248,256,405
Algeria,12,Africa,Northern Africa,20200411,1825,167,275,460
Algeria,12,Africa,Northern Africa,20200412,1914,15,293,591
Algeria,12,Africa,Northern Africa,20200413,1983,122,313,601
Algeria,12,Africa,Northern Africa,20200414,2070,57,326,691
Algeria,12,Africa,Northern Africa,20200415,2160,287,336,708
Algeria,12,Africa,Northern Africa,20200416,2268,297,348,783
Algeria,12,Africa,Northern Africa,20200417,2418,14,364,846
Algeria,12,Africa,Northern Africa,20200418,2534,299,367,894
Andorra,20,Europe,Southern Europe,20200122,0,0,0,0
Andorra,20,Europe,Southern Europe,20200123,0,0,0,0
Andorra,20,Europe,Southern Europe,20200124,0,0,0,0
Andorra,20,Europe,Southern Europe,20200125,0,0,0,0
Andorra,20,Europe,Southern Europe,20200126,0,0,0,0
Andorra,20,Europe,Southern Europe,20200127,0,0,0,0
Andorra,20,Europe,Southern Europe,20200128,0,0,0,0
Andorra,20,Europe,Southern Europe,20200129,0,0,0,0
Andorra,20,Europe,Southern Europe,20200130,0,0,0,0
Andorra,20,Europe,Southern Europe,20200131,0,0,0,0
Andorra,20,Europe,Southern Europe,20200201,0,0,0,0
Andorra,20,Europe,Southern Europe,20200202,0,0,0,0
Andorra,20,Europe,Southern Europe,20200203,0,0,0,0
Andorra,20,Europe,Southern Europe,20200204,0,0,0,0
Andorra,20,Europe,Southern Europe,20200205,0,0,0,0
Andorra,20,Europe,Southern Europe,20200206,0,0,0,0
Andorra,20,Europe,Southern Europe,20200207,0,0,0,0
Andorra,20,Europe,Southern Europe,20200208,0,0,0,0
Andorra,20,Europe,Southern Europe,20200209,0,0,0,0
Andorra,20,Europe,Southern Europe,20200210,0,0,0,0
Andorra,20,Europe,Southern Europe,20200211,0,0,0,0
Andorra,20,Europe,Southern Europe,20200212,0,0,0,0
Andorra,20,Europe,Southern Europe,20200213,0,0,0,0
Andorra,20,Europe,Southern Europe,20200214,0,0,0,0
Andorra,20,Europe,Southern Europe,20200215,0,0,0,0
Andorra,20,Europe,Southern Europe,20200216,0,0,0,0
Andorra,20,Europe,Southern Europe,20200217,0,0,0,0
Andorra,20,Europe,Southern Europe,20200218,0,0,0,0
Andorra,20,Europe,Southern Europe,20200219,0,0,0,0
Andorra,20,Europe,Southern Europe,20200220,0,0,0,0
Andorra,20,Europe,Southern Europe,20200221,0,0,0,0
Andorra,20,Europe,Southern Europe,20200222,0,0,0,0
Andorra,20,Europe,Southern Europe,20200223,0,0,0,0
Andorra,20,Europe,Southern Europe,20200224,0,0,0,0
Andorra,20,Europe,Southern Europe,20200225,0,0,0,0
Andorra,20,Europe,Southern Europe,20200226,0,0,0,0
Andorra,20,Europe,Southern Europe,20200227,0,0,0,0
Andorra,20,Europe,Southern Europe,20200228,0,0,0,0
Andorra,20,Europe,Southern Europe,20200229,0,0,0,0
Andorra,20,Europe,Southern Europe,20200301,0,0,0,0
Andorra,20,Europe,Southern Europe,20200302,1,0,0,0
Andorra,20,Europe,Southern Europe,20200303,1,0,0,0
Andorra,20,Europe,Southern Europe,20200304,1,0,0,0
Andorra,20,Europe,Southern Europe,20200305,1,0,0,0
Andorra,20,Europe,Southern Europe,20200306,1,0,0,0
Andorra,20,Europe,Southern Europe,20200307,1,0,0,0
Andorra,20,Europe,Southern Europe,20200308,1,0,0,0
Andorra,20,Europe,Southern Europe,20200309,1,0,0,0
Andorra,20,Europe,Southern Europe,20200310,1,0,0,0
Andorra,20,Europe,Southern Europe,20200311,1,0,0,0
Andorra,20,Europe,Southern Europe,20200312,1,0,0,1
Andorra,20,Europe,Southern Europe,20200313,1,0,0,0
Andorra,20,Europe,Southern Europe,20200314,1,0,0,1
Andorra,20,Europe,Southern Europe,20200315,1,0,0,1
Andorra,20,Europe,Southern Europe,20200316,2,0,0,1
Andorra,20,Europe,Southern Europe,20200317,39,0,0,1
Andorra,20,Europe,Southern Europe,20200318,39,7,0,1
Andorra,20,Europe,Southern Europe,20200319,53,5,0,1
Andorra,20,Europe,Southern Europe,20200320,75,5,0,1
Andorra,20,Europe,Southern Europe,20200321,88,12,0,1
Andorra,20,Europe,Southern Europe,20200322,113,15,1,1
Andorra,20,Europe,Southern Europe,20200323,133,4,1,1
Andorra,20,Europe,Southern Europe,20200324,164,20,1,1
Andorra,20,Europe,Southern Europe,20200325,188,28,1,1
Andorra,20,Europe,Southern Europe,20200326,224,10,3,1
Andorra,20,Europe,Southern Europe,20200327,267,49,3,1
Andorra,20,Europe,Southern Europe,20200328,308,12,3,1
Andorra,20,Europe,Southern Europe,20200329,334,3,6,1
Andorra,20,Europe,Southern Europe,20200330,370,18,8,10
Andorra,20,Europe,Southern Europe,20200331,376,56,12,10
Andorra,20,Europe,Southern Europe,20200401,390,56,14,10
Andorra,20,Europe,Southern Europe,20200402,428,13,15,10
Andorra,20,Europe,Southern Europe,20200403,439,19,16,16
Andorra,20,Europe,Southern Europe,20200404,466,83,17,21
Andorra,20,Europe,Southern Europe,20200405,501,74,18,26
Andorra,20,Europe,Southern Europe,20200406,525,37,21,31
Andorra,20,Europe,Southern Europe,20200407,545,81,22,39
Andorra,20,Europe,Southern Europe,20200408,564,24,23,52
Andorra,20,Europe,Southern Europe,20200409,583,108,25,58
Andorra,20,Europe,Southern Europe,20200410,601,30,26,71
Andorra,20,Europe,Southern Europe,20200411,601,33,26,71
Andorra,20,Europe,Southern Europe,20200412,638,117,29,128
Andorra,20,Europe,Southern Europe,20200413,646,100,29,128
Andorra,20,Europe,Southern Europe,20200414,659,53,31,128
Andorra,20,Europe,Southern Europe,20200415,673,39,33,169
Andorra,20,Europe,Southern Europe,20200416,673,55,33,169
Andorra,20,Europe,Southern Europe,20200417,696,89,35,191
Andorra,20,Europe,Southern Europe,20200418,704,5,35,205
Angola,24,Africa,Middle Africa,20200122,0,0,0,0
Angola,24,Africa,Middle Africa,20200123,0,0,0,0
Angola,24,Africa,Middle Africa,20200124,0,0,0,0
Angola,24,Africa,Middle Africa,20200125,0,0,0,0
Angola,24,Africa,Middle Africa,20200126,0,0,0,0
Angola,24,Africa,Middle Africa,20200127,0,0,0,0
Angola,24,Africa,Middle Africa,20200128,0,0,0,0
Angola,24,Africa,Middle Africa,20200129,0,0,0,0
Angola,24,Africa,Middle Africa,20200130,0,0,0,0
Angola,24,Africa,Middle Africa,20200131,0,0,0,0
Angola,24,Africa,Middle Africa,20200201,0,0,0,0
Angola,24,Africa,Middle Africa,20200202,0,0,0,0
Angola,24,Africa,Middle Africa,20200203,0,0,0,0
Angola,24,Africa,Middle Africa,20200204,0,0,0,0
Angola,24,Africa,Middle Africa,20200205,0,0,0,0
Angola,24,Africa,Middle Africa,20200206,0,0,0,0
Angola,24,Africa,Middle Africa,20200207,0,0,0,0
Angola,24,Africa,Middle Africa,20200208,0,0,0,0
Angola,24,Africa,Middle Africa,20200209,0,0,0,0
Angola,24,Africa,Middle Africa,20200210,0,0,0,0
Angola,24,Africa,Middle Africa,20200211,0,0,0,0
Angola,24,Africa,Middle Africa,20200212,0,0,0,0
Angola,24,Africa,Middle Africa,20200213,0,0,0,0
Angola,24,Africa,Middle Africa,20200214,0,0,0,0
Angola,24,Africa,Middle Africa,20200215,0,0,0,0
Angola,24,Africa,Middle Africa,20200216,0,0,0,0
Angola,24,Africa,Middle Africa,20200217,0,0,0,0
Angola,24,Africa,Middle Africa,20200218,0,0,0,0
Angola,24,Africa,Middle Africa,20200219,0,0,0,0
Angola,24,Africa,Middle Africa,20200220,0,0,0,0
Angola,24,Africa,Middle Africa,20200221,0,0,0,0
Angola,24,Africa,Middle Africa,20200222,0,0,0,0
Angola,24,Africa,Middle Africa,20200223,0,0,0,0
Angola,24,Africa,Middle Africa,20200224,0,0,0,0
Angola,24,Africa,Middle Africa,20200225,0,0,0,0
Angola,24,Africa,Middle Africa,20200226,0,0,0,0
Angola,24,Africa,Middle Africa,20200227,0,0,0,0
Angola,24,Africa,Middle Africa,20200228,0,0,0,0
Angola,24,Africa,Middle Africa,20200229,0,0,0,0
Angola,24,Africa,Middle Africa,20200301,0,0,0,0
Angola,24,Africa,Middle Africa,20200302,0,0,0,0
Angola,24,Africa,Middle Africa,20200303,0,0,0,0
Angola,24,Africa,Middle Africa,20200304,0,0,0,0
Angola,24,Africa,Middle Africa,20200305,0,0,0,0
Angola,24,Africa,Middle Africa,20200306,0,0,0,0
Angola,24,Africa,Middle Africa,20200307,0,0,0,0
Angola,24,Africa,Middle Africa,20200308,0,0,0,0
Angola,24,Africa,Middle Africa,20200309,0,0,0,0
Angola,24,Africa,Middle Africa,20200310,0,0,0,0
Angola,24,Africa,Middle Africa,20200311,0,0,0,0
Angola,24,Africa,Middle Africa,20200312,0,0,0,0
Angola,24,Africa,Middle Africa,20200313,0,0,0,0
Angola,24,Africa,Middle Africa,20200314,0,0,0,0
Angola,24,Africa,Middle Africa,20200315,0,0,0,0
Angola,24,Africa,Middle Africa,20200316,0,0,0,0
Angola,24,Africa,Middle Africa,20200317,0,0,0,0
Angola,24,Africa,Middle Africa,20200318,0,0,0,0
Angola,24,Africa,Middle Africa,20200319,0,0,0,0
Angola,24,Africa,Middle Africa,20200320,1,0,0,0
Angola,24,Africa,Middle Africa,20200321,2,0,0,0
Angola,24,Africa,Middle Africa,20200322,2,0,0,0
Angola,24,Africa,Middle Africa,20200323,3,0,0,0
Angola,24,Africa,Middle Africa,20200324,3,0,0,0
Angola,24,Africa,Middle Africa,20200325,3,0,0,0
Angola,24,Africa,Middle Africa,20200326,4,0,0,0
Angola,24,Africa,Middle Africa,20200327,4,0,0,0
Angola,24,Africa,Middle Africa,20200328,5,0,0,0
Angola,24,Africa,Middle Africa,20200329,7,1,2,0
Angola,24,Africa,Middle Africa,20200330,7,0,2,0
Angola,24,Africa,Middle Africa,20200331,7,0,2,1
Angola,24,Africa,Middle Africa,20200401,8,0,2,1
Angola,24,Africa,Middle Africa,20200402,8,0,2,1
Angola,24,Africa,Middle Africa,20200403,8,0,2,1
Angola,24,Africa,Middle Africa,20200404,10,0,2,2
Angola,24,Africa,Middle Africa,20200405,14,1,2,2
Angola,24,Africa,Middle Africa,20200406,16,0,2,2
Angola,24,Africa,Middle Africa,20200407,17,0,2,2
Angola,24,Africa,Middle Africa,20200408,19,3,2,2
Angola,24,Africa,Middle Africa,20200409,19,2,2,2
Angola,24,Africa,Middle Africa,20200410,19,3,2,2
Angola,24,Africa,Middle Africa,20200411,19,0,2,4
Angola,24,Africa,Middle Africa,20200412,19,0,2,4
Angola,24,Africa,Middle Africa,20200413,19,3,2,4
Angola,24,Africa,Middle Africa,20200414,19,2,2,5
Angola,24,Africa,Middle Africa,20200415,19,1,2,5
Angola,24,Africa,Middle Africa,20200416,19,1,2,5
Angola,24,Africa,Middle Africa,20200417,19,1,2,5
Angola,24,Africa,Middle Africa,20200418,24,3,2,6
Antigua and Barbuda,28,Americas,Caribbean,20200122,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200123,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200124,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200125,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200126,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200127,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200128,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200129,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200130,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200131,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200201,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200202,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200203,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200204,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200205,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200206,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200207,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200208,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200209,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200210,0,0,0,0
Antigua and Barbuda,28,Americas,Caribbean,20200211,0,0,0,0
